country,year, gdp_for_year ($) ,gdp_per_capita ($)
Netherlands,1995,"446,528,959,649",30850
Netherlands,1995,"446,528,959,649",30850
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1996,"445,704,575,163",30625
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1997,"412,199,006,099",28156
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1998,"432,476,116,419",29351
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,1999,"441,975,282,335",29799
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2000,"412,807,259,996",27644
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2001,"426,573,601,790",28366
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2002,"465,368,906,456",30757
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2003,"571,863,431,151",37614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2004,"650,532,654,582",42614
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2005,"678,533,764,457",44289
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2006,"726,649,102,998",47281
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2007,"839,419,655,078",54418
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2008,"936,228,211,513",60375
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2009,"857,932,759,100",54988
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2010,"836,389,937,229",53302
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2011,"893,757,287,202",56667
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2012,"828,946,812,397",52334
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2013,"866,680,000,367",54510
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2014,"879,635,084,125",55325
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2015,"757,999,453,314",47206
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
Netherlands,2016,"777,227,541,581",48108
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1985,"24,950,895,141",8246
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1986,"30,604,668,357",10114
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1987,"40,338,594,862",13238
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1988,"45,493,075,684",14890
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1989,"44,170,562,822",14417
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1990,"45,519,034,244",14734
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1991,"42,756,020,707",13345
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1992,"41,636,005,955",12868
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1993,"46,712,018,141",14271
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1994,"55,154,160,816",16615
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1995,"63,918,039,320",18945
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1996,"70,140,835,299",20434
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1997,"66,074,513,018",19041
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1998,"56,227,696,195",16052
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,1999,"58,762,260,626",16556
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2000,"52,622,842,840",14725
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2001,"53,872,425,917",14968
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2002,"66,627,729,311",18208
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2003,"88,250,885,550",23663
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2004,"103,904,537,815",27325
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2005,"114,718,721,397",29803
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2006,"111,608,845,081",28628
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2007,"137,316,087,308",34892
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2008,"133,279,679,483",33585
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2009,"121,338,622,025",30259
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2010,"146,583,831,538",36145
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2011,"168,461,998,741",41184
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2012,"176,192,886,551",42756
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
New Zealand,2013,"190,785,204,764",46198
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2010,"8,758,622,329",1715
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2011,"9,774,316,692",1888
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2012,"10,532,001,130",2006
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2013,"10,982,972,256",2062
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2014,"11,880,438,824",2199
Nicaragua,2015,"12,611,087,031",2303
Nicaragua,2015,"12,611,087,031",2303
